depth,accuracy,accuracy_ci95_low,accuracy_ci95_high,mean_latency_seconds,mean_time_to_first_token_seconds,mean_single_forward_latency_seconds,mean_tokens_per_second,mean_seconds_per_generated_token,mean_generated_tokens,cap_hits,natural_ends,examples
4,0.0,0.0,0.03699480747600191,8.15204996395856,0.09123346827924252,0.05525041986256838,59.4952951355742,0.016884082022695913,457.6,35,65,100
8,0.15,0.09305903191162297,0.23283733332157835,7.278900040090084,0.13027782797813414,0.09673611402511596,35.9988363250211,0.027827392605620276,251.05,9,91,100
16,0.42,0.327982249185113,0.5179369200110473,11.112740309499204,0.21841157160699368,0.17978577211499214,19.726883893133643,0.050749334553999,214.93,2,98,100
32,0.39,0.300167219319702,0.48797163832501844,24.09808782543987,0.39390657864511014,0.3461136654764414,10.271296382460894,0.0976465657778821,236.66,4,96,100
64,0.42,0.327982249185113,0.5179369200110473,43.391218363754454,0.7438691125437618,0.6781574731692672,5.27344434330887,0.1899299457355532,223,2,98,100
