depth,accuracy,accuracy_ci95_low,accuracy_ci95_high,mean_latency_seconds,mean_time_to_first_token_seconds,mean_single_forward_latency_seconds,mean_tokens_per_second,mean_seconds_per_generated_token,mean_generated_tokens,cap_hits,natural_ends,examples
4,0.0,0.0,0.16113012549493322,4.829554970189929,0.11487873755395413,0.054963305592536926,60.614654183788154,0.016550588406061714,292.6,8,12,20
8,0.1,0.027865893984153206,0.30103820641179335,4.9543439373373985,0.1318638941273093,0.09607116710394621,36.53362514427235,0.027375238023826524,180.7,0,20,20
16,0.4,0.21880396741419272,0.613422057684794,10.803355095349252,0.21675237268209457,0.17849511615931987,19.80959726250016,0.05049341066930911,212.4,2,18,20
32,0.35,0.18118954786794464,0.5671494897805354,23.01036421302706,0.39088399317115546,0.343509017303586,10.3263155690225,0.09686285943718728,236.25,0,20,20
64,0.35,0.18118954786794464,0.5671494897805354,43.644912815466526,0.730259419977665,0.674025789834559,5.285616220990009,0.1892332237381091,229.55,0,20,20
